freq_hz,magnitude
3.678353522269761555e+01,2.899691239827567379e+00
3.688084616244019998e+01,3.175810658453096735e+00
3.697815710218278440e+01,1.798113437379300183e+00
3.707546804192537593e+01,1.363283348614776402e+00
3.717277898166796035e+01,9.888262545482060517e-01
3.727008992141054478e+01,4.230198433728371010e-01
3.736740086115312920e+01,1.487693549961353723e+00
3.746471180089572073e+01,2.537121282181328041e+00
3.756202274063830515e+01,2.544765008153487607e+00
3.765933368038088958e+01,2.361923063779428400e+00
3.775664462012348110e+01,3.425316381033169044e+00
3.785395555986606553e+01,4.430977431636265784e+00
3.795126649960864995e+01,1.504016947360753864e+00
3.804857743935123437e+01,3.854455845590676777e+00
3.814588837909382590e+01,2.787986000115238561e+00
3.824319931883641033e+01,1.543236094617323362e+00
3.834051025857899475e+01,9.531171944864139656e-01
3.843782119832157917e+01,2.730157166503378807e+00
3.853513213806417070e+01,1.239510638881757387e+00
3.863244307780675513e+01,2.755100565737702123e+00
3.872975401754933955e+01,2.180671002445354389e+00
3.882706495729192397e+01,4.196908790847559523e+00
3.892437589703451550e+01,4.155653191005818314e+00
3.902168683677709993e+01,4.144824611946880566e+00
3.911899777651968435e+01,5.900861821430264165e+00
3.921630871626226877e+01,4.260161431529562392e+00
3.931361965600486030e+01,6.103674253384361315e+00
3.941093059574744473e+01,3.219395351145499351e+00
3.950824153549002915e+01,5.011581553906947484e+00
3.960555247523262068e+01,3.734696867374208029e+00
3.970286341497520510e+01,3.926415545484704950e+00
3.980017435471778953e+01,2.300516138139167222e+00
3.989748529446037395e+01,1.271501223470399067e+00
3.999479623420296548e+01,1.355724345331385416e+00
4.009210717394554990e+01,2.561833043588319647e+00
4.018941811368813433e+01,2.360510839695635354e-01
4.028672905343071875e+01,2.639748677435439728e+00
4.038403999317331028e+01,3.344290435330014244e+00
4.048135093291589470e+01,2.901305963013896871e+00
4.057866187265847913e+01,3.846177369741587082e+00
4.067597281240106355e+01,2.599124523103257811e+00
4.077328375214365508e+01,4.803577893852394531e+00
4.087059469188623950e+01,3.407748377356992986e+00
4.096790563162882393e+01,2.651275336354558476e+00
4.106521657137140835e+01,4.514104657763535755e+00
4.116252751111399988e+01,1.931216122310754679e+00
4.125983845085658430e+01,1.324008209183660689e+00
4.135714939059916873e+01,1.953997161278486772e+00
4.145446033034175315e+01,3.069880035255149187e-01
4.155177127008434468e+01,1.413005608401772362e+00
4.164908220982692910e+01,1.381977892914121542e+00
4.174639314956951353e+01,7.970864426187929119e-01
4.184370408931210505e+01,1.376912616468696227e+00
4.194101502905468948e+01,1.855875575972427471e+00
4.203832596879727390e+01,1.875899987144710845e+00
4.213563690853985833e+01,2.342809602684820192e+00
4.223294784828244985e+01,2.707438491842178996e-01
4.233025878802503428e+01,3.127640876190712849e+00
4.242756972776761870e+01,3.468077060997697192e+00
4.252488066751020312e+01,1.461667304151412106e+00
4.262219160725279465e+01,3.216069314416807323e+00
4.271950254699537908e+01,3.117600888126214720e+00
4.281681348673796350e+01,1.926295242701358879e+00
4.291412442648054792e+01,4.752402923452277328e+00
4.301143536622313945e+01,3.756004428913676474e+00
4.310874630596572388e+01,1.903529975196869506e+00
4.320605724570830830e+01,4.813000746367031013e+00
4.330336818545089272e+01,5.069730711753409835e+00
4.340067912519348425e+01,9.820410585290254568e-01
4.349799006493606868e+01,3.497959548851131917e+00
4.359530100467865310e+01,4.509877688524516870e+00
4.369261194442124463e+01,1.067009163584445197e+00
4.378992288416382905e+01,2.641500345749051792e+00
4.388723382390641348e+01,3.607740610171493945e+00
4.398454476364899790e+01,3.333113019155589996e+00
4.408185570339158943e+01,3.033042602306453173e+00
4.417916664313417385e+01,7.283492457799043862e+00
4.427647758287675828e+01,3.705182770018224048e+00
4.437378852261934270e+01,6.775558463102560047e+00
4.447109946236193423e+01,7.303225705257991862e+00
4.456841040210451865e+01,1.419289565838234513e+00
4.466572134184710308e+01,6.197284476124914399e+00
4.476303228158968750e+01,2.821719727334040861e+00
4.486034322133227903e+01,4.074835958067321684e+00
4.495765416107486345e+01,2.489724669643702093e+00
