time_s,activity
4.248985999999999486e+00,0.000000000000000000e+00
4.255819999999999936e+00,0.000000000000000000e+00
4.262586999999999904e+00,0.000000000000000000e+00
4.269468999999999959e+00,0.000000000000000000e+00
4.276327000000000211e+00,1.000000000000000000e+00
4.283135999999999832e+00,0.000000000000000000e+00
4.289912000000000170e+00,0.000000000000000000e+00
4.296762000000000192e+00,0.000000000000000000e+00
4.303510999999999420e+00,0.000000000000000000e+00
4.310347999999999402e+00,0.000000000000000000e+00
4.317191000000000223e+00,0.000000000000000000e+00
4.324078000000000088e+00,0.000000000000000000e+00
4.330941000000000152e+00,0.000000000000000000e+00
4.337791000000000174e+00,1.000000000000000000e+00
4.344575999999999993e+00,0.000000000000000000e+00
4.351385999999999754e+00,0.000000000000000000e+00
4.358201000000000214e+00,0.000000000000000000e+00
4.365033999999999637e+00,0.000000000000000000e+00
4.371875000000000178e+00,0.000000000000000000e+00
4.378695999999999700e+00,0.000000000000000000e+00
4.385520999999999781e+00,0.000000000000000000e+00
4.392319999999999780e+00,0.000000000000000000e+00
4.399189999999999934e+00,0.000000000000000000e+00
4.406004999999999505e+00,0.000000000000000000e+00
4.412792999999999743e+00,0.000000000000000000e+00
4.419576000000000171e+00,0.000000000000000000e+00
4.426477000000000217e+00,0.000000000000000000e+00
4.433332000000000050e+00,0.000000000000000000e+00
4.440195999999999366e+00,0.000000000000000000e+00
4.447008999999999546e+00,0.000000000000000000e+00
4.453895000000000159e+00,0.000000000000000000e+00
4.460725000000000051e+00,0.000000000000000000e+00
4.467596999999999596e+00,0.000000000000000000e+00
4.474461999999999939e+00,0.000000000000000000e+00
4.481332000000000093e+00,0.000000000000000000e+00
4.488207000000000058e+00,0.000000000000000000e+00
4.495016999999999818e+00,0.000000000000000000e+00
