freq_hz,magnitude
3.569448739394854186e+01,7.039815208877148507e+02
3.582969378559229057e+01,6.638468202863532497e+02
3.596490017723603216e+01,2.948439669547348672e+02
3.610010656887977376e+01,2.701256636251401915e+02
3.623531296052352246e+01,3.058420785300281750e+02
3.637051935216726406e+01,2.229583898041833550e+02
3.650572574381101276e+01,3.705559947063983941e+02
3.664093213545475436e+01,6.592044330719722893e+02
3.677613852709849596e+01,5.497992127376397775e+02
3.691134491874224466e+01,4.309982505057167828e+02
3.704655131038598626e+01,2.982868461111746683e+02
3.718175770202973496e+01,5.689502901227597249e+02
3.731696409367347655e+01,3.533002580064107860e+02
3.745217048531722526e+01,3.114983631633642744e+02
3.758737687696096685e+01,1.260426079050298824e+02
3.772258326860470845e+01,2.504653838719073349e+02
3.785778966024845715e+01,4.545265711394220034e+02
3.799299605189219875e+01,6.753240142105864834e+02
3.812820244353594745e+01,4.192798628103075771e+02
3.826340883517968905e+01,7.025322557748635290e+02
3.839861522682343065e+01,4.689249297345475043e+02
3.853382161846717935e+01,1.147764550553764877e+02
3.866902801011092095e+01,2.219329641729945024e+02
3.880423440175466965e+01,1.336186384003170531e+02
3.893944079339841124e+01,2.726634581869111003e+02
3.907464718504215284e+01,8.783566627643248239e+02
3.920985357668590154e+01,7.912008532910490430e+02
3.934505996832964314e+01,1.086156005692634068e+02
3.948026635997339184e+01,4.735131765523188392e+02
3.961547275161713344e+01,4.318457310992243947e+02
3.975067914326087504e+01,4.969397090946844173e+02
3.988588553490462374e+01,2.679634618077545838e+03
4.002109192654836534e+01,3.113385954179964301e+03
4.015629831819211404e+01,3.492439347078313403e+03
4.029150470983585564e+01,4.114358541672857427e+03
4.042671110147959723e+01,1.470890065680954876e+03
4.056191749312334593e+01,1.887406702700685400e+03
4.069712388476708753e+01,7.527420626668545083e+02
4.083233027641083623e+01,6.121080551138940109e+02
4.096753666805457783e+01,7.555318685917573021e+02
4.110274305969832653e+01,9.317518439858209831e+02
4.123794945134206813e+01,7.516868419054608239e+02
4.137315584298580973e+01,9.024582558850087253e+02
4.150836223462955843e+01,5.818812122912680707e+02
4.164356862627330003e+01,1.793232461563095228e+02
4.177877501791704873e+01,2.674330324854148557e+02
4.191398140956079033e+01,5.137107819948309952e+02
4.204918780120453192e+01,3.911108981421188560e+02
4.218439419284828062e+01,3.667757137375496654e+02
4.231960058449202222e+01,4.261977897990661290e+02
4.245480697613577092e+01,7.290288884355641130e+02
4.259001336777951252e+01,7.744808512978889894e+02
4.272521975942325412e+01,6.168202042044006248e+02
4.286042615106700282e+01,3.168498023168107807e+02
4.299563254271074442e+01,5.175895558999887953e+02
4.313083893435449312e+01,6.883255285082839237e+02
4.326604532599823472e+01,6.242142832427614394e+02
4.340125171764197631e+01,1.552493656698234474e+02
4.353645810928572502e+01,8.283244170784034850e+02
